SRL,Course,Section,Faculty,Time,Room,Seats Available
2506.,MGT351,6,FsZ,ST 01:00 PM - 02:30 PM,NAC404,0
2507.,MGT351,7,Mli,ST 01:00 PM - 02:30 PM,NAC508,0
2508.,MGT351,8,HMM1,ST 02:40 PM - 04:10 PM,NAC305,0
2509.,MGT351,9,ALm,ST 04:20 PM - 05:50 PM,NAC205,0
2510.,MGT351,10,Tnn,MW 09:40 AM - 11:10 AM,NAC306,5
2511.,MGT351,11,FsZ,MW 09:40 AM - 11:10 AM,NAC405,0
2512.,MGT351,12,ShH,MW 11:20 AM - 12:50 PM,NAC405,0
2513.,MGT351,13,FsZ,MW 01:00 PM - 02:30 PM,NAC404,0
2514.,MGT351,14,ShH,MW 01:00 PM - 02:30 PM,NAC501,0
2515.,MGT351,15,Mli,MW 01:00 PM - 02:30 PM,NAC502,0
2516.,MGT351,16,Tnn,MW 02:40 PM - 04:10 PM,NAC508,1
2517.,MGT360,1,MHCw,ST 01:00 PM - 02:30 PM,NAC993,8
2518.,MGT368,1,AmTr,ST 08:00 AM - 09:30 AM,NAC404,2
2519.,MGT368,2,SSH2,ST 08:00 AM - 09:30 AM,NAC505,0
2520.,MGT368,3,LkK,ST 02:40 PM - 04:10 PM,NAC301,0
2521.,MGT368,4,LkK,ST 04:20 PM - 05:50 PM,NAC505,8
2522.,MGT368,5,SAI2,ST 04:20 PM - 05:50 PM,NAC509,0
2523.,MGT368,6,SMm4,MW 08:00 AM - 09:30 AM,NAC508,0
2524.,MGT368,7,SMm4,MW 09:40 AM - 11:10 AM,NAC305,0
2525.,MGT368,8,SRS2,MW 11:20 AM - 12:50 PM,NAC301,0
2526.,MGT368,9,SSH2,MW 11:20 AM - 12:50 PM,NAC505,0
2527.,MGT368,10,MAO,MW 01:00 PM - 02:30 PM,NAC306,0
2528.,MGT368,11,SRS2,MW 01:00 PM - 02:30 PM,NAC509,0
2529.,MGT368,12,MAO,MW 02:40 PM - 04:10 PM,NAC507,0
2530.,MGT368,13,ShL,RA 11:20 AM - 12:50 PM,NAC505,20
2531.,MGT410,1,UTH,MW 01:00 PM - 02:30 PM,NAC204,26
2532.,MGT460,1,ZIA,ST 11:20 AM - 12:50 PM,NAC502,0
2533.,MGT489,1,QTI,ST 09:40 AM - 11:10 AM,NAC405,0
2534.,MGT489,3,SRS2,ST 11:20 AM - 12:50 PM,NAC301,0
2535.,MGT489,4,SSH2,ST 11:20 AM - 12:50 PM,NAC501,0
2536.,MGT489,5,ZMU,ST 11:20 AM - 12:50 PM,NAC507,0
2537.,MGT489,6,ZMu,ST 01:00 PM - 02:30 PM,NAC306,0
2538.,MGT489,7,SSh2,MW 08:00 AM - 09:30 AM,NAC505,0
2539.,MGT489,8,BHj,MW 09:40 AM - 11:10 AM,NAC204,1
2540.,MGT489,9,QTI,MW 09:40 AM - 11:10 AM,NAC501,0
2541.,MGT489,10,BHj,MW 11:20 AM - 12:50 PM,NAC305,0
2542.,MGT489,11,JnA,MW 11:20 AM - 12:50 PM,NAC501,20
2543.,MGT489,12,SHL,RA 09:40 AM - 11:10 AM,NAC992,20
2544.,MGT489,13,ZkJ,RA 08:00 AM - 09:30 AM,NAC618,0
2545.,MGT490,1,ZIA,ST 09:40 AM - 11:10 AM,NAC502,1
2546.,MGT490,2,ZTM,ST 02:40 PM - 04:10 PM,NAC501,10
2547.,MGT680/SCM601,1,ZTM,T 07:00 PM - 10:10 PM,NAC990,3
2548.,MIC201,1,SKK,MW 11:20 AM - 12:50 PM,SAC406,0
2549.,MIC201,2,SKK,MW 09:40 AM - 11:10 AM,SAC406,0
2550.,MIC201,3,ABE,RA 08:00 AM - 09:30 AM,OAT601,0
2551.,MIC201,4,SGAH,RA 11:20 AM - 12:50 PM,NAC619,0
2552.,MIC201,8,SGAH,RA 08:00 AM - 09:30 AM,SAC316,0
2553.,MIC202,1,NBB,MW 11:20 AM - 12:50 PM,SAC405,0
2554.,MIC202,2,SBI,ST 09:40 AM - 11:10 AM,NAC415,0
2555.,MIC202,3,ATP,MW 11:20 AM - 12:50 PM,NAC415,0
2556.,MIC202,4,ATP,MW 02:40 PM - 04:10 PM,NAC601,0
2557.,MIC202,6,KFR,ST 08:00 AM - 09:30 AM,SAC207,0
2558.,MIC203,1,JSJ,ST 11:20 AM - 12:50 PM,SAC403,0
2559.,MIC203,3,KFR,MW 01:00 PM - 02:30 PM,SAC802,0
2560.,MIC203,4,MSIM,RA 01:00 PM - 02:30 PM,SAC404,0
2561.,MIC203,5,KFR,MW 08:00 AM - 09:30 AM,NAC208,0
2562.,MIC206,1,FSS1,MW 11:20 AM - 12:50 PM,SAC202,11
2563.,MIC207,1,MBRH,RA 11:20 AM - 12:50 PM,SAC405,0
2564.,MIC207,2,MZAR,RA 01:00 PM - 02:30 PM,SAC403,1
2565.,MIC307,1,JSJ,MW 09:40 AM - 11:10 AM,SAC403,0
2566.,MIC307,2,KMRH,ST 02:40 PM - 04:10 PM,SAC405,0
2567.,MIC307,3,KMRH,MW 01:00 PM - 02:30 PM,OAT601,0
2568.,MIC307,4,KMRH,MW 02:40 PM - 04:10 PM,OAT601,0
2569.,MIC309,2,SBI,MW 08:00 AM - 09:30 AM,NAC415,0
2570.,MIC309,3,MSIM,RA 11:20 AM - 12:50 PM,SAC406,1
2571.,MIC314,1,SRS1,ST 11:20 AM - 12:50 PM,NAC415,4
2572.,MIC314,2,SRS1,ST 02:40 PM - 04:10 PM,OAT601,15
2573.,MIC314,4,MBRH,MW 02:40 PM - 04:10 PM,OAT602,0
2574.,MIC314,5,MBRH,MW 11:20 AM - 12:50 PM,LIB907,0
2575.,MIC315,1,NBB,ST 11:20 AM - 12:50 PM,SAC405,7
2576.,MIC315,2,NBB,ST 01:00 PM - 02:30 PM,SAC405,6
2577.,MIC315,4,KFR,ST 01:00 PM - 02:30 PM,SAC402,0
2578.,MIC315,5,FHO,RA 08:00 AM - 09:30 AM,SAC802,7
2579.,MIC315L,1,NBB,M 02:30 PM - 05:30 PM,SAC413,2
2580.,MIC315L,2,NBb,M 02:40 PM - 05:50 PM,SAC413_v2,7
2581.,MIC315L,3,NBB,W 02:30 PM - 05:30 PM,SAC413,8
2582.,MIC315L,4,KSP,M 11:15 AM - 02:15 PM,SAC413,0
2583.,MIC315L,5,KSP,M 11:20 AM - 02:30 PM,SAC413_v2,0
2584.,MIC316,1,KMRH,ST 01:00 PM - 02:30 PM,NAC601,0
2585.,MIC316,2,JSJ,MW 11:20 AM - 12:50 PM,SAC403,1
2586.,MIC316L,1,SBI,S 11:15 AM - 02:15 PM,SAC412,0
2587.,MIC316L,2,SBI,M 11:15 AM - 02:15 PM,SAC412,0
2588.,MIC316L,3,SBI,T 11:15 AM - 02:15 PM,SAC412,2
2589.,MIC317,1,FDDN,ST 11:20 AM - 12:50 PM,SAC407,0
2590.,MIC317,3,FDDN,RA 09:40 AM - 11:10 AM,NAC505,0
2591.,MIC317L,1,FDDN,S 08:00 AM - 11:00 AM,SAC412,1
2592.,MIC317L,2,FDDN,T 08:00 AM - 11:00 AM,SAC412,0
2593.,MIC318,1,MZAR,RA 08:00 AM - 09:30 AM,SAC403,1
2594.,MIC318,2,MZAR,RA 11:20 AM - 12:50 PM,SAC402,0
2595.,MIC401,1,SBI,ST 08:00 AM - 09:30 AM,NAC415,0
2596.,MIC401,2,ABE,RA 09:40 AM - 11:10 AM,SAC403,10
2597.,MIC412,2,MTO,MW 11:20 AM - 12:50 PM,OAT602,17
2598.,MIC413,1,FSS1,ST 02:40 PM - 04:10 PM,SAC403,17
2599.,MIC413,2,FSS1,MW 01:00 PM - 02:30 PM,SAC403,3
2600.,MIC413L,1,FSs1,S 11:15 AM - 02:15 PM,SAC413,1
2601.,MIC413L,3,FSs1,T 11:15 AM - 02:15 PM,SAC413,2
2602.,MIC414,2,KSP,RA 04:20 PM - 05:50 PM,SAC204,0
2603.,MIC414,4,KSP,ST 02:40 PM - 04:10 PM,SAC202,0
2604.,MIC414L,1,SRS1,S 08:00 AM - 11:00 AM,SAC413,0
2605.,MIC414L,3,SRS1,T 08:00 AM - 11:00 AM,SAC413,0
2606.,MIC414L,4,SRS1,A 11:15 AM - 02:15 PM,SAC413,0
2607.,MIC415,1,KSP,RA 02:40 PM - 04:10 PM,SAC205,15
2608.,MIC415,2,KSP,ST 04:20 PM - 05:50 PM,OAT601,1
2609.,MIC415L,1,KSP,R 11:15 AM - 02:15 PM,SAC413,2
2610.,MIC415L,2,KSP,R 11:20 AM - 02:30 PM,SAC413_v2,8
2611.,MIC416,1,FDDN,ST 04:20 PM - 05:50 PM,SAC405,8
2612.,MIC498,1,TBA,TBA,TBA,0
2613.,MIC498,2,TBA,TBA,TBA,0
2614.,MIC498,3,TBA,TBA,TBA,0
2615.,MIC498,4,TBA,TBA,TBA,0
2616.,MIC498,5,TBA,TBA,TBA,10
2617.,MIS107,1,ANU,ST 08:00 AM - 09:30 AM,NAC205,0
2618.,MIS107,2,ASA1,ST 08:00 AM - 09:30 AM,NAC306,0
2619.,MIS107,3,NwA,ST 08:00 AM - 09:30 AM,NAC502,2
2620.,MIS107,4,RAR,ST 08:00 AM - 09:30 AM,NAC512,0
2621.,MIS107,5,KMS2,ST 09:40 AM - 11:10 AM,NAC512,0
2622.,MIS107,6,NwA,ST 11:20 AM - 12:50 PM,NAC404,1
2623.,MIS107,7,AIK,ST 11:20 AM - 12:50 PM,NAC405,0
2624.,MIS107,8,YAR,ST 11:20 AM - 12:50 PM,NAC512,0
2625.,MIS107,9,KMS2,ST 01:00 PM - 02:30 PM,NAC512,0
2626.,MIS107,10,Ayn,ST 02:40 PM - 04:10 PM,NAC405,0
2627.,MIS107,11,AIK,ST 02:40 PM - 04:10 PM,NAC507,0
2628.,MIS107,12,YAR,ST 02:40 PM - 04:10 PM,NAC512,0
2629.,MIS107,13,ANU,ST 04:20 PM - 05:50 PM,NAC301,0
2630.,MIS107,14,Ayn,ST 04:20 PM - 05:50 PM,NAC405,0
2631.,MIS107,15,MMS3,ST 04:20 PM - 05:50 PM,NAC510,2
2632.,MIS107,16,Rzz,MW 08:00 AM - 09:30 AM,NAC204,1
2633.,MIS107,17,ANU,MW 08:00 AM - 09:30 AM,NAC301,0
2634.,MIS107,18,ASA1,MW 08:00 AM - 09:30 AM,NAC306,0
2635.,MIS107,19,NwA,MW 08:00 AM - 09:30 AM,NAC501,3
2636.,MIS107,20,AIK,MW 11:20 AM - 12:50 PM,NAC404,1
2637.,MIS107,21,ASA1,MW 02:40 PM - 04:10 PM,NAC205,0
2638.,MIS107,22,RZZ,MW 02:40 PM - 04:10 PM,NAC509,0
2639.,MIS107,23,ANU,MW 04:20 PM - 05:50 PM,NAC404,0
2640.,MIS107,24,Rzz,MW 04:20 PM - 05:50 PM,NAC509,0
2641.,MIS107,25,ASA1,MW 04:20 PM - 05:50 PM,NAC512,0
2642.,MIS107,26,RSh3,RA 08:00 AM - 09:30 AM,NAC205,9
2643.,MIS107,28,AbKr,RA 08:00 AM - 09:30 AM,NAC512,0
2644.,MIS107,29,Mki,RA 09:40 AM - 11:10 AM,NAC405,0
2645.,MIS107,30,MMS3,RA 09:40 AM - 11:10 AM,NAC509,4
2646.,MIS107,31,AbKr,RA 09:40 AM - 11:10 AM,NAC512,0
2647.,MIS107,32,Rzz,RA 11:20 AM - 12:50 PM,NAC205,0
2648.,MIS107,33,Mki,RA 11:20 AM - 12:50 PM,NAC501,0
2649.,MIS107,34,RSH3,RA 11:20 AM - 12:50 PM,NAC512,0
2650.,MIS107,35,MMS3,RA 01:00 PM - 02:30 PM,NAC405,0
2651.,MIS107,36,RSH3,RA 01:00 PM - 02:30 PM,NAC512,0
2652.,MIS107,37,Mki,RA 02:40 PM - 04:10 PM,NAC405,0
2653.,MIS107,38,MMb,RA 04:20 PM - 05:50 PM,NAC404,0
2654.,MIS107,39,StRn,RA 04:20 PM - 05:50 PM,NAC405,8
2655.,MIS207,1,RAR,MW 08:00 AM - 09:30 AM,NAC512,1
2656.,MIS207,2,RAR,MW 09:40 AM - 11:10 AM,NAC301,0
2657.,MIS207,3,MST1,MW 11:20 AM - 12:50 PM,NAC509,0
2658.,MIS207,4,Ayn,MW 01:00 PM - 02:30 PM,NAC205,0
2659.,MIS207,5,AIK,MW 02:40 PM - 04:10 PM,NAC501,0
2660.,MIS207,6,MST1,MW 04:20 PM - 05:50 PM,NAC502,0
2661.,MIS207,7,Ayn,MW 04:20 PM - 05:50 PM,NAC505,1
2662.,MIS207,8,MMb,RA 09:40 AM - 11:10 AM,NAC508,0
2663.,MIS207,9,YAR,RA 11:20 AM - 12:50 PM,NAC502,13
2664.,MIS207,10,MMb,RA 11:20 AM - 12:50 PM,NAC508,0
2665.,MIS207,11,YAR,RA 01:00 PM - 02:30 PM,NAC502,16
2666.,MIS207,12,MMb,RA 02:40 PM - 04:10 PM,NAC404,0
2667.,MIS210,1,RAR,MW 02:40 PM - 04:10 PM,NAC512,2
2668.,MIS310,1,KMS2,MW 11:20 AM - 12:50 PM,NAC512,21
2669.,MIS320,1,KMS2,MW 01:00 PM - 02:30 PM,NAC512,18
2670.,MIS410,1,ARK1,MW 09:40 AM - 11:10 AM,NAC512,26
2671.,MIS450,1,NwA,MW 11:20 AM - 12:50 PM,NAC204,29
2672.,MIS470,1,MST1,MW 02:40 PM - 04:10 PM,NAC502,18
2673.,MIS499,1,RAR,ST 04:20 PM - 05:50 PM,NAC512,24
2674.,MIS652,1,MRq,R 07:00 PM - 10:10 PM,NAC514,27
2675.,MIS657,1,MdMI,M 07:00 PM - 10:10 PM,NAC621,17
2676.,MIS662,1,MdMI,W 07:00 PM - 10:10 PM,NAC508,26
2677.,MKT202,1,MTdI,RA 04:20 PM - 05:50 PM,NAC604,0
2678.,MKT202,2,SMKN,RA 01:00 PM - 02:30 PM,NAC504,0
2679.,MKT202,3,SMKN,RA 08:00 AM - 09:30 AM,NAC621,0
2680.,MKT202,4,SAW,ST 08:00 AM - 09:30 AM,NAC308,0
2681.,MKT202,5,SAW,ST 11:20 AM - 12:50 PM,NAC307,1
2682.,MKT202,6,MHZ,ST 08:00 AM - 09:30 AM,NAC503,0
2683.,MKT202,7,MHZ,ST 09:40 AM - 11:10 AM,NAC503,0
2684.,MKT202,8,FHZ,ST 09:40 AM - 11:10 AM,NAC210,0
2685.,MKT202,9,Fss,ST 02:40 PM - 04:10 PM,NAC209,0
2686.,MKT202,10,Fss,ST 08:00 AM - 09:30 AM,NAC209,0
2687.,MKT202,11,AFMo,ST 11:20 AM - 12:50 PM,NAC308,0
2688.,MKT202,12,AFMo,ST 02:40 PM - 04:10 PM,NAC307,0
2689.,MKT202,13,TFz,RA 08:00 AM - 09:30 AM,NAC308,0
2690.,MKT202,14,TFz,RA 11:20 AM - 12:50 PM,NAC209,0
2691.,MKT202,15,MeSK,RA 01:00 PM - 02:30 PM,NAC209,0
2692.,MKT202,16,MeSK,RA 04:20 PM - 05:50 PM,NAC308,10
2693.,MKT202,17,MeSK,MW 04:20 PM - 05:50 PM,NAC210,1
2694.,MKT202,18,SSA1,RA 01:00 PM - 02:30 PM,NAC307,0
2695.,MKT202,19,SSA1,RA 04:20 PM - 05:50 PM,NAC307,20
2696.,MKT202,20,EhN,MW 08:00 AM - 09:30 AM,NAC209,0
2697.,MKT202,21,EhN,MW 11:20 AM - 12:50 PM,NAC209,0
2698.,MKT202,22,FCh,MW 11:20 AM - 12:50 PM,NAC503,0
2699.,MKT202,23,FCh,MW 02:40 PM - 04:10 PM,NAC503,0
2700.,MKT202,26,RRR,RA 04:20 PM - 05:50 PM,NAC209,19
2701.,MKT330,1,FNa1,MW 09:40 AM - 11:10 AM,NAC504,7
2702.,MKT330,2,FNa1,MW 11:20 AM - 12:50 PM,NAC307,2
2703.,MKT330,3,EhN,ST 08:00 AM - 09:30 AM,NAC210,3
2704.,MKT330,4,EhN,ST 11:20 AM - 12:50 PM,NAC210,0
2705.,MKT330,5,NYM,MW 09:40 AM - 11:10 AM,NAC308,0
2706.,MKT330,6,NYM,MW 01:00 PM - 02:30 PM,NAC209,0
2707.,MKT337,1,RfE,MW 09:40 AM - 11:10 AM,NAC503,0
2708.,MKT337,2,FNa1,ST 09:40 AM - 11:10 AM,NAC504,6
2709.,MKT337,3,FNa1,ST 11:20 AM - 12:50 PM,NAC504,3
2710.,MKT337,4,FNa1,ST 02:40 PM - 04:10 PM,NAC504,4
2711.,MKT337,5,Sne,RA 09:40 AM - 11:10 AM,NAC308,0
2712.,MKT337,6,Sne,RA 11:20 AM - 12:50 PM,NAC308,0
2713.,MKT337,7,Onf,ST 09:40 AM - 11:10 AM,NAC307,9
2714.,MKT337,8,Onf,ST 01:00 PM - 02:30 PM,NAC503,1
2715.,MKT337,9,NYM,ST 01:00 PM - 02:30 PM,NAC209,0
2716.,MKT337,10,NYM,ST 04:20 PM - 05:50 PM,NAC307,1
2717.,MKT344,1,SMKN,RA 09:40 AM - 11:10 AM,NAC618,0
2718.,MKT344,2,MNE,RA 02:40 PM - 04:10 PM,NAC504,19
2719.,MKT344,3,MNE,RA 11:20 AM - 12:50 PM,NAC621,16
2720.,MKT344,4,IJS,ST 08:00 AM - 09:30 AM,NAC504,0
2721.,MKT344,5,IJS,ST 11:20 AM - 12:50 PM,NAC621,0
2722.,MKT344,6,Onf,MW 08:00 AM - 09:30 AM,NAC308,15
2723.,MKT344,7,Onf,MW 11:20 AM - 12:50 PM,NAC210,0
2724.,MKT344,8,FCh,ST 11:20 AM - 12:50 PM,NAC503,0
2725.,MKT344,9,FCh,ST 02:40 PM - 04:10 PM,NAC503,0
2726.,MKT344,10,Fzy,RA 09:40 AM - 11:10 AM,NAC307,18
2727.,MKT344,11,Fzy,RA 02:40 PM - 04:10 PM,NAC307,15
2728.,MKT355,1,ZbR,ST 02:40 PM - 04:10 PM,NAC308,0
2729.,MKT355,2,ZbR,ST 04:20 PM - 05:50 PM,NAC308,15
2730.,MKT382,1,SaRn,RA 09:40 AM - 11:10 AM,NAC209,7
2731.,MKT382,2,SaRn,RA 02:40 PM - 04:10 PM,NAC308,2
2732.,MKT382,3,FdF,ST 11:20 AM - 12:50 PM,NAC209,0
2733.,MKT382,4,FdF,RA 09:40 AM - 11:10 AM,NAC210,1
2734.,MKT412,1,ZTK,RA 09:40 AM - 11:10 AM,NAC503,20
2735.,MKT412,2,ZTK,RA 11:20 AM - 12:50 PM,NAC503,3
2736.,MKT412,3,IJS,RA 08:00 AM - 09:30 AM,NAC504,2
2737.,MKT412,4,IJS,RA 11:20 AM - 12:50 PM,NAC504,0
2738.,MKT417,1,FdF,RA 02:40 PM - 04:10 PM,NAC210,14
2739.,MKT450,1,RfE,ST 08:00 AM - 09:30 AM,NAC621,24
2740.,MKT460,1,RfE,ST 09:40 AM - 11:10 AM,NAC621,2
2741.,MKT460,2,RfE,MW 08:00 AM - 09:30 AM,NAC503,0
2742.,MKT460,3,Sne,ST 09:40 AM - 11:10 AM,NAC308,5
2743.,MKT460,4,Sne,ST 01:00 PM - 02:30 PM,NAC504,0
2744.,MKT460,5,SeH,ST 01:00 PM - 02:30 PM,NAC621,1
2745.,MKT460,6,SeH,ST 04:20 PM - 05:50 PM,NAC621,15
2746.,MKT460,7,Mbt,MW 01:00 PM - 02:30 PM,NAC308,1
2747.,MKT460,8,FdF,ST 08:00 AM - 09:30 AM,NAC307,14
2748.,MKT460,9,KNM1,MW 02:40 PM - 04:10 PM,NAC209,18
2749.,MKT465,1,ZTK,MW 01:00 PM - 02:30 PM,NAC503,0
2750.,MKT465,2,ZTK,MW 04:20 PM - 05:50 PM,NAC503,3
2751.,MKT465,3,SeH,RA 01:00 PM - 02:30 PM,NAC308,0
2752.,MKT465,4,SeH,RA 04:20 PM - 05:50 PM,NAC412,2
2753.,MKT470,1,Tmr,MW 02:40 PM - 04:10 PM,NAC210,0
2754.,MKT470,2,DSr,MW 01:00 PM - 02:30 PM,NAC504,1
2755.,MKT470,3,DSr,MW 02:40 PM - 04:10 PM,NAC308,0
2756.,MKT470,5,MHHS,MW 11:20 AM - 12:50 PM,NAC308,3
2757.,MKT470,7,MTdI,RA 01:00 PM - 02:30 PM,NAC503,0
2758.,MKT470,8,MNE,RA 04:20 PM - 05:50 PM,NAC504,9
2759.,MKT470,9,MTdI,RA 11:20 AM - 12:50 PM,NAC210,4
2760.,MKT470,10,MHHS,MW 04:20 PM - 05:50 PM,NAC504,19
2761.,MKT621,1,MHHS,M 07:00 PM - 10:10 PM,NAC990,2
2762.,MKT623,1,SRF,W 07:00 PM - 10:10 PM,NAC619,11
2763.,MKT624,1,BkR,R 07:00 PM - 10:10 PM,NAC515,8
2764.,MKT627,1,SRFI,R 07:00 PM - 10:10 PM,NAC507,17
2765.,MKT628,1,KNM1,S 07:00 PM - 10:10 PM,NAC601,3
2766.,MKT633,1,AMM3,A 07:00 PM - 10:10 PM,NAC506,17
2767.,MKT634,1,BkR,T 07:00 PM - 10:10 PM,NAC502,19
2768.,MKT636,1,NZH1,F 07:00 PM - 10:10 PM,NAC513,10
2769.,PAD201,1,SRUA,MW 11:20 AM - 12:50 PM,NAC304,0
2770.,PAD201,2,SuA2,RA 08:00 AM - 09:30 AM,NAC315,1
2771.,PAD201,3,KfI,RA 09:40 AM - 11:10 AM,NAC303,18
2772.,PAD201,5,HMY,RA 01:00 PM - 02:30 PM,NAC603,11
2773.,PBH101,1,SNL,ST 08:00 AM - 09:30 AM,SAC401,1
2774.,PBH101,2,SbS,ST 09:40 AM - 11:10 AM,SAC201,0
2775.,PBH101,3,MIMd,ST 11:20 AM - 12:50 PM,SAC201,0
2776.,PBH101,4,SbS,ST 01:00 PM - 02:30 PM,SAC201,0
2777.,PBH101,5,SYK,ST 04:20 PM - 05:50 PM,SAC205,0
2778.,PBH101,6,HtN,ST 04:20 PM - 05:50 PM,SAC201,0
2779.,PBH101,7,SNL,ST 09:40 AM - 11:10 AM,SAC401,0
2780.,PBH101,8,SBAH,ST 11:20 AM - 12:50 PM,SAC801A,0
2781.,PBH101,9,SoM,ST 04:20 PM - 05:50 PM,SAC206,0
2782.,PBH101,10,NUM,ST 08:00 AM - 09:30 AM,NAC413,0
2783.,PBH101,11,SBAH,ST 04:20 PM - 05:50 PM,SAC401,0
2784.,PBH101,12,MZIm,MW 08:00 AM - 09:30 AM,SAC206,2
2785.,PBH101,13,MZIm,MW 11:20 AM - 12:50 PM,SAC201,1
2786.,PBH101,14,SbS,MW 04:20 PM - 05:50 PM,SAC204,0
2787.,PBH101,15,SbS,MW 02:40 PM - 04:10 PM,SAC201,0
2788.,PBH101,16,NUM,MW 04:20 PM - 05:50 PM,SAC201,0
2789.,PBH101,17,BCh,MW 11:20 AM - 12:50 PM,SAC801A,0
2790.,PBH101,18,SoM,MW 08:00 AM - 09:30 AM,SAC209,0
2791.,PBH101,19,BCh,MW 04:20 PM - 05:50 PM,SAC202,0
2792.,PBH101,20,SYK,MW 04:20 PM - 05:50 PM,SAC401,0
2793.,PBH101,21,SKMF,RA 08:00 AM - 09:30 AM,SAC201,0
2794.,PBH101,22,SKMF,RA 09:40 AM - 11:10 AM,SAC201,0
2795.,PBH101,23,MSHn,RA 11:20 AM - 12:50 PM,SAC201,0
2796.,PBH101,24,MSHn,RA 01:00 PM - 02:30 PM,SAC201,0
2797.,PBH101,25,ZZS,RA 02:40 PM - 04:10 PM,SAC201,0
2798.,PBH101,26,ZZS,RA 04:20 PM - 05:50 PM,SAC201,0
2799.,PBH101L,1,SoM,S 08:00 AM - 09:30 AM,SAC411,0
2800.,PBH101L,2,SBAH,S 09:40 AM - 11:10 AM,SAC411,0
2801.,PBH101L,3,SoM,S 11:20 AM - 12:50 PM,SAC411,0
2802.,PBH101L,4,SYK,S 01:00 PM - 02:30 PM,SAC411,0
2803.,PBH101L,5,MIMd,S 02:40 PM - 04:10 PM,SAC411,0
2804.,PBH101L,6,MIMd,S 04:20 PM - 05:50 PM,SAC411,1
2805.,PBH101L,7,SYK,M 08:00 AM - 09:30 AM,SAC411,10
2806.,PBH101L,8,SoM,M 09:40 AM - 11:10 AM,SAC411,0
2807.,PBH101L,9,SYK,M 11:20 AM - 12:50 PM,SAC411,0
2808.,PBH101L,10,SYK,M 01:00 PM - 02:30 PM,SAC411,0
2809.,PBH101L,11,SoM,M 02:40 PM - 04:10 PM,SAC411,0
2810.,PBH101L,12,MIMd,M 04:20 PM - 05:50 PM,SAC411,0
2811.,PBH101L,13,SoM,T 08:00 AM - 09:30 AM,SAC411,0
2812.,PBH101L,14,SBAH,T 09:40 AM - 11:10 AM,SAC411,0
2813.,PBH101L,15,NUM,T 11:20 AM - 12:50 PM,SAC411,1
2814.,PBH101L,16,MIMd,T 01:00 PM - 02:30 PM,SAC411,0
2815.,PBH101L,17,SNL,T 02:40 PM - 04:10 PM,SAC411,0
2816.,PBH101L,18,MIMd,T 04:20 PM - 05:50 PM,SAC411,0
2817.,PBH101L,19,ZZS,W 08:00 AM - 09:30 AM,SAC411,0
2818.,PBH101L,20,SYK,W 09:40 AM - 11:10 AM,SAC411,0
2819.,PBH101L,21,SoM,W 11:20 AM - 12:50 PM,SAC411,0
2820.,PBH101L,22,SNL,W 01:00 PM - 02:30 PM,SAC411,0
2821.,PBH101L,23,SYK,W 02:40 PM - 04:10 PM,SAC411,0
2822.,PBH101L,24,SNL,W 04:20 PM - 05:50 PM,SAC411,0
2823.,PBH101L,25,ZZS,R 08:00 AM - 09:30 AM,SAC411,0
2824.,PBH101L,26,ZZS,R 09:40 AM - 11:10 AM,SAC411,0
2825.,PBH101L,27,NUM,R 11:20 AM - 12:50 PM,SAC411,0
2826.,PBH101L,28,SoM,R 01:00 PM - 02:30 PM,SAC411,0
2827.,PBH101L,29,MIMd,R 02:40 PM - 04:10 PM,SAC411,0
2828.,PBH101L,30,MIMd,R 04:20 PM - 05:50 PM,SAC411,0
2829.,PBH101L,31,ZZS,A 08:00 AM - 09:30 AM,SAC411,0
2830.,PBH101L,32,ZZS,A 09:40 AM - 11:10 AM,SAC411,0
2831.,PBH101L,33,NUM,A 11:20 AM - 12:50 PM,SAC411,1
2832.,PBH101L,34,NUM,A 01:00 PM - 02:30 PM,SAC411,0
2833.,PBH101L,35,SNL,A 02:40 PM - 04:10 PM,SAC411,0
2834.,PBH101L,36,SNL,A 04:20 PM - 05:50 PM,SAC411,7
2835.,PBH101L,37,SoM,S 08:00 AM - 09:30 AM,SAC411_V,0
2836.,PBH101L,38,NUM,S 09:40 AM - 11:10 AM,SAC411_V,1
2837.,PBH101L,39,SoM,S 11:20 AM - 12:50 PM,SAC411_V,0
2838.,PBH101L,40,SYK,S 01:00 PM - 02:30 PM,SAC411_V,0
2839.,PBH101L,41,SNL,S 02:40 PM - 04:10 PM,SAC411_V,0
2840.,PBH101L,42,SNL,S 04:20 PM - 05:50 PM,SAC411_V,5
2841.,PBH101L,43,SYK,M 08:00 AM - 09:30 AM,SAC411_V,12
2842.,PBH101L,44,SYK,M 09:40 AM - 11:10 AM,SAC411_V,0
2843.,PBH101L,45,NUM,M 11:20 AM - 12:50 PM,SAC411_V,0
2844.,PBH101L,46,SYK,M 01:00 PM - 02:30 PM,SAC411_V,0
2845.,PBH101L,47,NUM,M 02:40 PM - 04:10 PM,SAC411_V,0
2846.,PBH101L,48,MIMd,M 04:20 PM - 05:50 PM,SAC411_V,0
2847.,PBH101L,49,SoM,T 08:00 AM - 09:30 AM,SAC411_V,0
2848.,PBH101L,50,SBAH,T 09:40 AM - 11:10 AM,SAC411_V,0
2849.,PBH101L,51,NUM,T 11:20 AM - 12:50 PM,SAC411_V,0
2850.,PBH101L,52,MIMd,T 01:00 PM - 02:30 PM,SAC411_V,0
2851.,PBH101L,53,SNL,T 02:40 PM - 04:10 PM,SAC411_V,1
