Course Name,Section Name,Faculty Name,Time,Room,Semester
CSE338/CSE438,2,SAM3,RA 08:00 AM - 09:30 AM,NAC505,Fall 2021 (213)
CSE338/CSE438,3,SAM3,RA 09:40 AM - 11:10 AM,NAC992,Fall 2021 (213)
CSE373,1,SfM1,ST 09:40 AM - 11:10 AM,SAC311,Fall 2021 (213)
CSE373,2,MLE,MW 01:00 PM - 02:30 PM,SAC311,Fall 2021 (213)
CSE373,3,ABH1,ST 02:40 PM - 04:10 PM,SAC213,Fall 2021 (213)
CSE373,4,AFn1,MW 01:00 PM - 02:30 PM,SAC204,Fall 2021 (213)
CSE373,5,AFn1,MW 02:40 PM - 04:10 PM,SAC204,Fall 2021 (213)
CSE373,6,SMAH,MW 09:40 AM - 11:10 AM,SAC206,Fall 2021 (213)
CSE373,7,SMAH,MW 11:20 AM - 12:50 PM,SAC206,Fall 2021 (213)
CSE373,8,SMAH,MW 01:00 PM - 02:30 PM,NAC201,Fall 2021 (213)
CSE373,9,SfM1,ST 02:40 PM - 04:10 PM,SAC211,Fall 2021 (213)
CSE411,1,Srb,RA 08:00 AM - 09:30 AM,SAC307,Fall 2021 (213)
CSE411,2,Srb,RA 09:40 AM - 11:10 AM,SAC314,Fall 2021 (213)
CSE413/EEE413/ETE419,1,IqR,ST 11:20 AM - 12:50 PM,SAC315,Fall 2021 (213)
CSE422/CSE562,1,SfM1,M 07:00 PM - 10:10 PM,SAC306,Fall 2021 (213)
CSE435/EEE411/ETE412,1,IqR,MW 09:40 AM - 11:10 AM,SAC402,Fall 2021 (213)
CSE435/EEE411/ETE412,2,IqR,MW 11:20 AM - 12:50 PM,SAC402,Fall 2021 (213)
CSE440/EEE333/ETE333,1,AlK1,ST 11:20 AM - 12:50 PM,SAC502,Fall 2021 (213)
CSE440/EEE333/ETE333,2,AlK1,ST 01:00 PM - 02:30 PM,NAC993,Fall 2021 (213)
CSE445,1,SfM1,ST 11:20 AM - 12:50 PM,SAC311,Fall 2021 (213)
CSE445,2,AzK,ST 02:40 PM - 04:10 PM,SAC205,Fall 2021 (213)
CSE445,3,TAR,RA 08:00 AM - 09:30 AM,NAC510,Fall 2021 (213)
CSE445,4,TAR,RA 09:40 AM - 11:10 AM,NAC601,Fall 2021 (213)
CSE465,1,NbM,ST 09:40 AM - 11:10 AM,SAC309,Fall 2021 (213)
CSE465,2,AzK,ST 09:40 AM - 11:10 AM,NAC991,Fall 2021 (213)
CSE465,3,AzK,ST 11:20 AM - 12:50 PM,NAC991,Fall 2021 (213)
CSE467/CSE583,1,SfR1,F 09:00 AM - 12:30 PM,SAC309,Fall 2021 (213)
CSE482/ETE334,1,NqH,MW 08:00 AM - 09:30 AM,SAC308,Fall 2021 (213)
CSE482/ETE334,2,NqH,MW 11:20 AM - 12:50 PM,NAC509,Fall 2021 (213)
CSE482/ETE334,4,SAM3,RA 01:00 PM - 02:30 PM,NAC508,Fall 2021 (213)
CSE482/ETE334,6,NqH,MW 01:00 PM - 02:30 PM,NAC1077,Fall 2021 (213)
CSE493/CSE561,1,RjP,S 07:00 PM - 10:10 PM,SAC308,Fall 2021 (213)
CSE493/CSE561,2,RjP,W 07:00 PM - 10:10 PM,SAC202,Fall 2021 (213)
CSE496/CSE598/EEE598,2,TnR,R 07:00 PM - 10:10 PM,NAC215,Fall 2021 (213)
CSE498R,1,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,2,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,3,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,4,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,5,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,6,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,7,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,8,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,9,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,10,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,11,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,12,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,13,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,14,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,15,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,16,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,17,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,18,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,19,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,20,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,21,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,22,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,23,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,24,TBA,TBA,TBA,Fall 2021 (213)
CSE498R,25,TBA,TBA,TBA,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,1,KAS,R 09:40 AM - 11:10 AM,SAC503,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,2,RRn,S 01:00 PM - 02:30 PM,SAC503,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,3,Szz,S 11:20 AM - 12:50 PM,SAC503,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,4,Aqu,S 01:00 PM - 02:30 PM,SAC502,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,5,KMM,T 02:40 PM - 04:10 PM,SAC503,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,6,KMM,W 02:40 PM - 04:10 PM,SAC503,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,7,Mdy,T 04:20 PM - 05:50 PM,SAC503,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,8,SfM1,W 08:00 AM - 09:30 AM,SAC502,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,9,NbM,M 11:20 AM - 12:50 PM,LIB608,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,10,AzK,R 09:40 AM - 11:10 AM,LIB608,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,11,AzK,R 11:20 AM - 12:50 PM,LIB608,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,12,SnS1,W 11:20 AM - 12:50 PM,LIB608,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,13,SnS1,W 02:40 PM - 04:10 PM,LIB608,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,14,Rtk,S 01:00 PM - 02:30 PM,LIB607,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,15,HSM,M 04:20 PM - 05:50 PM,SAC503,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,16,MSK1,M 04:20 PM - 05:50 PM,LIB608,Fall 2021 (213)
CSE499A/EEE499A/ETE499A,17,TnR,T 11:20 AM - 12:50 PM,LIB609,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,1,KAS,R 11:20 AM - 12:50 PM,SAC503,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,2,Szz,T 11:20 AM - 12:50 PM,SAC503,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,3,SRD1,T 11:20 AM - 12:50 PM,LIB608,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,4,TnF,S 08:00 AM - 09:30 AM,LIB608,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,5,Aqu,T 01:00 PM - 02:30 PM,SAC502,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,6,ABH1,M 01:00 PM - 02:30 PM,SAC503,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,7,KMM,S 02:40 PM - 04:10 PM,SAC503,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,8,KMM,M 02:40 PM - 04:10 PM,SAC503,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,9,Mdy,S 04:20 PM - 05:50 PM,SAC503,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,10,SfM1,W 09:40 AM - 11:10 AM,SAC502,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,11,NbM,S 04:20 PM - 05:50 PM,SAC502,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,12,AzK,W 09:40 AM - 11:10 AM,SAC503,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,13,SnS1,W 09:40 AM - 11:10 AM,LIB604,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,14,MSK1,S 04:20 PM - 05:50 PM,LIB608,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,15,Rtk,T 01:00 PM - 02:30 PM,LIB608,Fall 2021 (213)
CSE499B/EEE499B/ETE499B,16,DMH,A 11:20 AM - 12:50 PM,SAC503,Fall 2021 (213)
CSE542/EEE568/ETE512,1,Rtk,A 07:00 PM - 10:10 PM,SAC206,Fall 2021 (213)
CSE552/EEE546/ETE505,1,ZHO,F 03:00 PM - 06:00 PM,SAC206,Fall 2021 (213)
CSE596/EEE596/ETE596,1,Rkz,T 07:00 PM - 10:10 PM,TBA_v3,Fall 2021 (213)
CSE597/EEE597/ETE597,1,RRn,W 07:00 PM - 10:10 PM,SAC309,Fall 2021 (213)
CSE599,1,TBA,TBA,TBA,Fall 2021 (213)
CSE599,2,NbM,TBA,TBA,Fall 2021 (213)
CSE599,3,TBA,TBA,TBA,Fall 2021 (213)
DEV501/EMB502,1,GrG,F 09:00 AM - 12:30 PM,NAC603,Fall 2021 (213)
DEV504,1,Muf,S 07:00 PM - 10:10 PM,NAC401,Fall 2021 (213)
DEV564,1,NzM1,T 07:00 PM - 10:10 PM,NAC406,Fall 2021 (213)
DEV566,1,NrA,M 07:00 PM - 10:10 PM,NAC303,Fall 2021 (213)
DEV567,1,Muf,W 07:00 PM - 10:10 PM,NAC303,Fall 2021 (213)
DEV571,1,NzM,A 09:00 AM - 12:00 PM,NAC619A,Fall 2021 (213)
DEV577,2,EdH,TBA,TBA,Fall 2021 (213)
DEV595,1,AtR,TBA,TBA,Fall 2021 (213)
DEV595,2,GrG,TBA,TBA,Fall 2021 (213)
DEV595,3,AAR,TBA,TBA,Fall 2021 (213)
DEV595,4,HuA,TBA,TBA,Fall 2021 (213)
DEV595,5,Muf,TBA,TBA,Fall 2021 (213)
DEV595,6,SBn,TBA,TBA,Fall 2021 (213)
DEV595,7,AKP,TBA,TBA,Fall 2021 (213)
DEV595,8,KNz,TBA,TBA,Fall 2021 (213)
DEV595,9,SME,TBA,TBA,Fall 2021 (213)
DEV595,10,EdH,TBA,TBA,Fall 2021 (213)
DEV595,11,NrA,TBA,TBA,Fall 2021 (213)
DEV595,12,NzM1,TBA,TBA,Fall 2021 (213)
DEV595,13,ZIq,TBA,TBA,Fall 2021 (213)
DEV596,1,AtR,TBA,TBA,Fall 2021 (213)
DEV596,2,GrG,TBA,TBA,Fall 2021 (213)
DEV596,3,AAR,TBA,TBA,Fall 2021 (213)
DEV596,4,HuA,TBA,TBA,Fall 2021 (213)
DEV596,5,Muf,TBA,TBA,Fall 2021 (213)
DEV596,6,SBn,TBA,TBA,Fall 2021 (213)
DEV596,7,AKP,TBA,TBA,Fall 2021 (213)
DEV596,8,KNz,TBA,TBA,Fall 2021 (213)
DEV596,9,SME,TBA,TBA,Fall 2021 (213)
DEV596,10,EdH,TBA,TBA,Fall 2021 (213)
DEV596,11,NrA,TBA,TBA,Fall 2021 (213)
DEV596,12,NzM1,TBA,TBA,Fall 2021 (213)
ECO101,1,AAR,ST 11:20 AM - 12:50 PM,NAC408,Fall 2021 (213)
ECO101,2,Muf,ST 02:40 PM - 04:10 PM,NAC409,Fall 2021 (213)
ECO101,3,KNz,ST 02:40 PM - 04:10 PM,NAC507,Fall 2021 (213)
ECO101,4,SHq1,MW 11:20 AM - 12:50 PM,NAC507,Fall 2021 (213)
ECO101,5,RsA,ST 09:40 AM - 11:10 AM,NAC507,Fall 2021 (213)
ECO101,6,Stq,ST 08:00 AM - 09:30 AM,NAC409,Fall 2021 (213)
ECO101,7,RsA,ST 01:00 PM - 02:30 PM,NAC203,Fall 2021 (213)
ECO101,8,ACD,RA 11:20 AM - 12:50 PM,SAC305,Fall 2021 (213)
ECO101,9,Abt,ST 02:40 PM - 04:10 PM,NAC203,Fall 2021 (213)
ECO101,10,SME,RA 11:20 AM - 12:50 PM,NAC409,Fall 2021 (213)
ECO101,11,HHn,ST 01:00 PM - 02:30 PM,NAC307,Fall 2021 (213)
ECO101,12,CNq,MW 02:40 PM - 04:10 PM,NAC202,Fall 2021 (213)
ECO101,13,ZIq,ST 01:00 PM - 02:30 PM,NAC605,Fall 2021 (213)
ECO101,14,Mzq,ST 08:00 AM - 09:30 AM,NAC408,Fall 2021 (213)
ECO101,15,KNz,MW 01:00 PM - 02:30 PM,NAC993,Fall 2021 (213)
ECO101,16,Abt,ST 04:20 PM - 05:50 PM,NAC620,Fall 2021 (213)
ECO101,17,AAR,MW 11:20 AM - 12:50 PM,NAC408,Fall 2021 (213)
ECO101,18,FTs,ST 11:20 AM - 12:50 PM,NAC203,Fall 2021 (213)
ECO101,19,Abt,RA 08:00 AM - 09:30 AM,NAC408,Fall 2021 (213)
ECO101,20,PSk,ST 11:20 AM - 12:50 PM,NAC307,Fall 2021 (213)
ECO101,21,PSk,ST 04:20 PM - 05:50 PM,NAC408,Fall 2021 (213)
ECO101,22,Mzq,ST 09:40 AM - 11:10 AM,NAC301,Fall 2021 (213)
ECO101,23,HHn,ST 04:20 PM - 05:50 PM,NAC409,Fall 2021 (213)
ECO101,24,ABA,ST 08:00 AM - 09:30 AM,NAC605,Fall 2021 (213)
ECO101,25,Stq,ST 09:40 AM - 11:10 AM,NAC307,Fall 2021 (213)
ECO101,26,SHq1,MW 02:40 PM - 04:10 PM,NAC409,Fall 2021 (213)
ECO101,27,CNq,ST 02:40 PM - 04:10 PM,NAC307,Fall 2021 (213)
ECO101,28,Niq,MW 01:00 PM - 02:30 PM,NAC507,Fall 2021 (213)
ECO101,29,ZIq,MW 01:00 PM - 02:30 PM,NAC619,Fall 2021 (213)
ECO101,30,ZIq,ST 09:40 AM - 11:10 AM,NAC203,Fall 2021 (213)
ECO101,31,Abt,RA 09:40 AM - 11:10 AM,NAC409,Fall 2021 (213)
ECO101,32,SME,RA 02:40 PM - 04:10 PM,NAC514,Fall 2021 (213)
ECO101,33,CNq,ST 11:20 AM - 12:50 PM,NAC507,Fall 2021 (213)
ECO101,34,LnB,RA 08:00 AM - 09:30 AM,NAC409,Fall 2021 (213)
ECO101,35,NzM1,ST 02:40 PM - 04:10 PM,NAC408,Fall 2021 (213)
ECO101,36,Niq,MW 09:40 AM - 11:10 AM,NAC507,Fall 2021 (213)
ECO104,1,Stq,MW 08:00 AM - 09:30 AM,NAC414,Fall 2021 (213)
ECO104,2,MnA2,RA 09:40 AM - 11:10 AM,NAC619,Fall 2021 (213)
ECO104,3,ABA,MW 01:00 PM - 02:30 PM,NAC203,Fall 2021 (213)
ECO104,4,Stq,MW 09:40 AM - 11:10 AM,NAC215,Fall 2021 (213)
ECO104,5,MCw,MW 08:00 AM - 09:30 AM,NAC408,Fall 2021 (213)
ECO104,6,Niq,ST 08:00 AM - 09:30 AM,NAC404,Fall 2021 (213)
ECO104,7,RsA,MW 09:40 AM - 11:10 AM,NAC408,Fall 2021 (213)
ECO104,8,RsA,MW 01:00 PM - 02:30 PM,NAC409,Fall 2021 (213)
ECO104,9,HHn,MW 11:20 AM - 12:50 PM,NAC203,Fall 2021 (213)
ECO104,10,MCw,MW 11:20 AM - 12:50 PM,NAC605,Fall 2021 (213)
ECO104,11,Ans,MW 04:20 PM - 05:50 PM,NAC409,Fall 2021 (213)
ECO104,12,ABA,MW 08:00 AM - 09:30 AM,NAC605,Fall 2021 (213)
ECO104,13,AMi,ST 11:20 AM - 12:50 PM,NAC409,Fall 2021 (213)
ECO104,14,ABA,ST 09:40 AM - 11:10 AM,NAC605,Fall 2021 (213)
ECO104,15,HHn,MW 02:40 PM - 04:10 PM,NAC605,Fall 2021 (213)
ECO104,16,AMi,MW 11:20 AM - 12:50 PM,NAC409,Fall 2021 (213)
ECO104,17,PSk,ST 01:00 PM - 02:30 PM,NAC617,Fall 2021 (213)
ECO104,18,MnA2,RA 11:20 AM - 12:50 PM,NAC408,Fall 2021 (213)
ECO104,20,Niq,ST 11:20 AM - 12:50 PM,SAC202,Fall 2021 (213)
ECO135,1,KNz,ST 11:20 AM - 12:50 PM,NAC605,Fall 2021 (213)
ECO172,1,Mzq,MW 08:00 AM - 09:30 AM,NAC409,Fall 2021 (213)
ECO173,1,Mzq,MW 09:40 AM - 11:10 AM,NAC605,Fall 2021 (213)
ECO201,1,SHq1,ST 01:00 PM - 02:30 PM,NAC409,Fall 2021 (213)
ECO204,1,AtR,MW 02:40 PM - 04:10 PM,NAC507,Fall 2021 (213)
ECO245,1,CNq,MW 11:20 AM - 12:50 PM,NAC619,Fall 2021 (213)
ECO301,1,ZIq,MW 04:20 PM - 05:50 PM,NAC408,Fall 2021 (213)
ECO304,1,MCw,ST 09:40 AM - 11:10 AM,NAC409,Fall 2021 (213)
ECO309,1,KNz,MW 09:40 AM - 11:10 AM,NAC409,Fall 2021 (213)
ECO317,1,IQB,MW 11:20 AM - 12:50 PM,NAC307,Fall 2021 (213)
ECO317,2,IQB,ST 11:20 AM - 12:50 PM,NAC301,Fall 2021 (213)
ECO328,1,HuA,MW 02:40 PM - 04:10 PM,NAC408,Fall 2021 (213)
ECO354,1,AAR,MW 01:00 PM - 02:30 PM,NAC605,Fall 2021 (213)
ECO372,1,AtR,ST 02:40 PM - 04:10 PM,NAC617,Fall 2021 (213)
ECO414,1,Muf,ST 09:40 AM - 11:10 AM,NAC408,Fall 2021 (213)
ECO430,1,SBn,MW 01:00 PM - 02:30 PM,NAC408,Fall 2021 (213)
ECO450,1,TBA,TBA,TBA,Fall 2021 (213)
ECO455,1,TBA,TBA,TBA,Fall 2021 (213)
ECO482,1,AAR,ST 01:00 PM - 02:30 PM,NAC408,Fall 2021 (213)
ECO490,1,AtR,MW 04:20 PM - 05:50 PM,NAC208,Fall 2021 (213)
ECO495,1,AtR,TBA,TBA,Fall 2021 (213)
ECO495,2,GrG,TBA,TBA,Fall 2021 (213)
ECO495,3,AAR,TBA,TBA,Fall 2021 (213)
ECO495,4,HUA,TBA,TBA,Fall 2021 (213)
ECO495,5,NzM1,TBA,TBA,Fall 2021 (213)
ECO495,6,Muf,TBA,TBA,Fall 2021 (213)
ECO495,7,SBn,TBA,TBA,Fall 2021 (213)
ECO495,8,AKP,TBA,TBA,Fall 2021 (213)
ECO495,9,KNz,TBA,TBA,Fall 2021 (213)
ECO495,10,MCw,TBA,TBA,Fall 2021 (213)
ECO495,11,SME,TBA,TBA,Fall 2021 (213)
ECO495,12,SHq1,TBA,TBA,Fall 2021 (213)
ECO495,13,ZIq,TBA,TBA,Fall 2021 (213)
ECO496,1,AtR,TBA,TBA,Fall 2021 (213)
ECO496,2,GrG,TBA,TBA,Fall 2021 (213)
ECO496,3,AAR,TBA,TBA,Fall 2021 (213)
ECO496,4,HUA,TBA,TBA,Fall 2021 (213)
ECO496,5,NzM1,TBA,TBA,Fall 2021 (213)
ECO496,6,Muf,TBA,TBA,Fall 2021 (213)
ECO496,7,SBn,TBA,TBA,Fall 2021 (213)
ECO496,8,AKP,TBA,TBA,Fall 2021 (213)
ECO496,9,KNz,TBA,TBA,Fall 2021 (213)
ECO496,10,MCw,TBA,TBA,Fall 2021 (213)
ECO496,11,SME,TBA,TBA,Fall 2021 (213)
ECO496,12,SHq1,TBA,TBA,Fall 2021 (213)
ECO496,13,ZIq,TBA,TBA,Fall 2021 (213)
ECO499,1,AtR,TBA,TBA,Fall 2021 (213)
ECO499,2,GrG,TBA,TBA,Fall 2021 (213)
ECO499,3,AAR,TBA,TBA,Fall 2021 (213)
ECO499,4,HuA,TBA,TBA,Fall 2021 (213)
ECO499,5,NzM1,TBA,TBA,Fall 2021 (213)
ECO499,6,Muf,TBA,TBA,Fall 2021 (213)
ECO499,7,SBn,TBA,TBA,Fall 2021 (213)
ECO499,8,AKP,TBA,TBA,Fall 2021 (213)
ECO499,9,KNz,TBA,TBA,Fall 2021 (213)
ECO499,10,MCw,TBA,TBA,Fall 2021 (213)
ECO499,11,SME,TBA,TBA,Fall 2021 (213)
ECO499,12,SHq1,TBA,TBA,Fall 2021 (213)
ECO499,13,ZIq,TBA,TBA,Fall 2021 (213)
ECO502,1,GrG,M 07:00 PM - 10:10 PM,NAC405,Fall 2021 (213)
ECO504,1,AKP,W 07:00 PM - 10:10 PM,NAC402,Fall 2021 (213)
ECO511,1,SHq1,A 03:00 PM - 06:30 PM,NAC503,Fall 2021 (213)
ECO631,1,HuA,F 07:00 PM - 10:10 PM,NAC406,Fall 2021 (213)
ECO652,1,SME,R 07:00 PM - 10:10 PM,NAC402,Fall 2021 (213)
ECO684,1,MCw,T 07:00 PM - 10:10 PM,NAC303,Fall 2021 (213)
ECO686,1,SME,A 07:00 PM - 10:10 PM,NAC307,Fall 2021 (213)
ECO695,1,AtR,TBA,TBA,Fall 2021 (213)
ECO695,2,GrG,TBA,TBA,Fall 2021 (213)
ECO695,3,AAR,TBA,TBA,Fall 2021 (213)
ECO695,4,HUA,TBA,TBA,Fall 2021 (213)
ECO695,5,Muf,TBA,TBA,Fall 2021 (213)
ECO695,6,SBn,TBA,TBA,Fall 2021 (213)
ECO695,7,AKP,TBA,TBA,Fall 2021 (213)
ECO695,8,KNz,TBA,TBA,Fall 2021 (213)
ECO695,9,MCw,TBA,TBA,Fall 2021 (213)
ECO695,10,SME,TBA,TBA,Fall 2021 (213)
ECO695,11,SHq1,TBA,TBA,Fall 2021 (213)
ECO695,12,ZIq,TBA,TBA,Fall 2021 (213)
ECO699,1,AtR,TBA,TBA,Fall 2021 (213)
ECO699,2,GrG,TBA,TBA,Fall 2021 (213)
ECO699,3,AAR,TBA,TBA,Fall 2021 (213)
ECO699,4,HUA,TBA,TBA,Fall 2021 (213)
ECO699,5,Muf,TBA,TBA,Fall 2021 (213)
ECO699,6,SBn,TBA,TBA,Fall 2021 (213)
ECO699,7,AKP,TBA,TBA,Fall 2021 (213)
ECO699,8,KNz,TBA,TBA,Fall 2021 (213)
ECO699,9,MCw,TBA,TBA,Fall 2021 (213)
ECO699,10,SME,TBA,TBA,Fall 2021 (213)
ECO699,11,SHq1,TBA,TBA,Fall 2021 (213)
EEE111/ETE111,1,Rtk,ST 09:40 AM - 11:10 AM,NAC215,Fall 2021 (213)
EEE111/ETE111,2,SSH1,ST 09:40 AM - 11:10 AM,NAC993,Fall 2021 (213)
EEE111/ETE111,3,SSH1,ST 11:20 AM - 12:50 PM,NAC993,Fall 2021 (213)
EEE111/ETE111,4,MEZ,ST 01:00 PM - 02:30 PM,SAC206,Fall 2021 (213)
EEE111/ETE111,5,SMMI,RA 08:00 AM - 09:30 AM,SAC309,Fall 2021 (213)
EEE111/ETE111,6,SMMI,RA 09:40 AM - 11:10 AM,SAC203,Fall 2021 (213)
EEE111/ETE111,7,SfA,RA 08:00 AM - 09:30 AM,NAC618,Fall 2021 (213)
EEE111/ETE111,8,MJRd,RA 09:40 AM - 11:10 AM,NAC408,Fall 2021 (213)
EEE111/ETE111,9,AKAZ,RA 08:00 AM - 09:30 AM,NAC506,Fall 2021 (213)
EEE141/ETE141,1,KAS,MW 09:40 AM - 11:10 AM,SAC513,Fall 2021 (213)
EEE141/ETE141,2,mtn,ST 09:40 AM - 11:10 AM,SAC307,Fall 2021 (213)
EEE141/ETE141,3,mtn,MW 09:40 AM - 11:10 AM,SAC307,Fall 2021 (213)
EEE141/ETE141,4,Rtk,MW 09:40 AM - 11:10 AM,SAC213,Fall 2021 (213)
EEE141/ETE141,5,AbO,ST 11:20 AM - 12:50 PM,SAC204,Fall 2021 (213)
EEE141/ETE141,6,AbO,MW 11:20 AM - 12:50 PM,SAC213,Fall 2021 (213)
EEE141/ETE141,7,SSH1,RA 09:40 AM - 11:10 AM,SAC310,Fall 2021 (213)
EEE141/ETE141,8,SSH1,RA 11:20 AM - 12:50 PM,SAC310,Fall 2021 (213)
EEE141/ETE141,9,ITN,ST 11:20 AM - 12:50 PM,SAC205,Fall 2021 (213)
EEE141/ETE141,10,MJRd,RA 11:20 AM - 12:50 PM,NAC406,Fall 2021 (213)
EEE141/ETE141,11,AKAZ,RA 09:40 AM - 11:10 AM,NAC414,Fall 2021 (213)
EEE141/ETE141,12,AyH,RA 08:00 AM - 09:30 AM,SAC311,Fall 2021 (213)
EEE141/ETE141,13,AyH,RA 09:40 AM - 11:10 AM,SAC311,Fall 2021 (213)
EEE154,1,Mun,S 01:00 PM - 02:30 PM,LIB608,Fall 2021 (213)
EEE154,2,Mun,R 01:00 PM - 02:30 PM,LIB608,Fall 2021 (213)
EEE154,3,Mun,R 04:20 PM - 05:50 PM,LIB608,Fall 2021 (213)
EEE154,4,SqR,T 04:20 PM - 05:50 PM,LIB608,Fall 2021 (213)
EEE154,5,AKd1,S 02:40 PM - 04:10 PM,LIB608,Fall 2021 (213)
EEE154,6,AKd1,T 02:40 PM - 04:10 PM,LIB608,Fall 2021 (213)
EEE154,7,SnF,R 02:40 PM - 04:10 PM,LIB608,Fall 2021 (213)
EEE154,8,MSRH,A 09:40 AM - 11:10 AM,LIB608,Fall 2021 (213)
EEE154,9,MSRH,A 11:20 AM - 12:50 PM,LIB608,Fall 2021 (213)
EEE154,10,MSRH,A 02:40 PM - 04:10 PM,LIB608,Fall 2021 (213)
EEE154,11,MSRH,A 04:20 PM - 05:50 PM,LIB608,Fall 2021 (213)
EEE154,12,MSRH,S 09:40 AM - 11:10 AM,LIB608,Fall 2021 (213)
EEE154,13,MSRH,S 11:20 AM - 12:50 PM,LIB608,Fall 2021 (213)
EEE211/ETE211,1,MEZ,MW 01:00 PM - 02:30 PM,SAC210,Fall 2021 (213)
EEE211/ETE211,2,MEZ,MW 02:40 PM - 04:10 PM,SAC202,Fall 2021 (213)
EEE221/ETE221,1,FKr,MW 02:40 PM - 04:10 PM,SAC205,Fall 2021 (213)
EEE221/ETE221,2,Mdy,ST 11:20 AM - 12:50 PM,SAC309,Fall 2021 (213)
EEE241/ETE241,1,IqR,ST 09:40 AM - 11:10 AM,SAC402,Fall 2021 (213)
EEE241/ETE241,2,AbO,ST 02:40 PM - 04:10 PM,SAC206,Fall 2021 (213)
EEE299/ETE299,1,NaNr,T 01:00 PM - 02:30 PM,SAC503,Fall 2021 (213)
EEE299/ETE299,2,MEZ,M 11:20 AM - 12:50 PM,LIB604,Fall 2021 (213)
EEE299/ETE299,3,AbO,S 04:20 PM - 05:50 PM,LIB606,Fall 2021 (213)
EEE299/ETE299,4,AbO,T 04:20 PM - 05:50 PM,SAC502,Fall 2021 (213)
EEE311/ETE311,1,NaNr,MW 01:00 PM - 02:30 PM,SAC309,Fall 2021 (213)
EEE311/ETE311,2,NaNr,MW 02:40 PM - 04:10 PM,SAC309,Fall 2021 (213)
EEE312/ETE312,1,SRD1,MW 11:20 AM - 12:50 PM,SAC307,Fall 2021 (213)
EEE313/EEE410/ETE411/ETE443,1,NSv,ST 01:00 PM - 02:30 PM,SAC310,Fall 2021 (213)
EEE321/ETE321,1,mtn,ST 11:20 AM - 12:50 PM,SAC308,Fall 2021 (213)
EEE321/ETE321,2,mtn,MW 11:20 AM - 12:50 PM,SAC308,Fall 2021 (213)
EEE331/ETE331,2,SAM3,RA 08:00 AM - 09:30 AM,TBA,Fall 2021 (213)
EEE342/ETE418,1,SnS1,ST 11:20 AM - 12:50 PM,NAC992,Fall 2021 (213)
EEE342/ETE418,2,UMM,ST 02:40 PM - 04:10 PM,SAC207,Fall 2021 (213)
EEE361/ETE361,1,Mdy,ST 01:00 PM - 02:30 PM,SAC307,Fall 2021 (213)
