Course Name,Section Name,Faculty Name,Time,Room,Semester
ACT202,10,MRe,TBA,TBA,Summer 2024 (242)
ARC112,2,SnF,TBA,TBA,Summer 2024 (242)
ARC316,2,SJd,TBA,TBA,Summer 2024 (242)
BBT314,2,KNH,TBA,TBA,Summer 2024 (242)
BBT622,1,SRS1,TBA,TBA,Summer 2024 (242)
BEN205,47,Sjj,TBA,TBA,Summer 2024 (242)
BUS112,15,MRM2,TBA,TBA,Summer 2024 (242)
BUS172,25,Hdo,TBA,TBA,Summer 2024 (242)
BUS498,10,ZkJ,TBA,TBA,Summer 2024 (242)
BUS498,65,SSA1,TBA,TBA,Summer 2024 (242)
BUS520,1,MdS,TBA,TBA,Summer 2024 (242)
BUS698,3,TBA,TBA,TBA,Summer 2024 (242)
CEE430,1,TMY,TBA,TBA,Summer 2024 (242)
CHE101,1,LIZN,TBA,TBA,Summer 2024 (242)
CHE202,11,MAR5,TBA,TBA,Summer 2024 (242)
CSE311,10,NLH,TBA,TBA,Summer 2024 (242)
CSE331,12,MARh,TBA,TBA,Summer 2024 (242)
CSE373,11,EKD,TBA,TBA,Summer 2024 (242)
CSE482,2,NqH,TBA,TBA,Summer 2024 (242)
CSE499A,16,Mdy,TBA,TBA,Summer 2024 (242)
DEV595,6,SBn,TBA,TBA,Summer 2024 (242)
ECO101,29,ABA,TBA,TBA,Summer 2024 (242)
ECO104,14,AKP,TBA,TBA,Summer 2024 (242)
ECO653,1,JVHn,TBA,TBA,Summer 2024 (242)
EEE154,2,MSRH,TBA,TBA,Summer 2024 (242)
EEE453,9,MARh,TBA,TBA,Summer 2024 (242)
EEE499A,19,SnS1,TBA,TBA,Summer 2024 (242)
EMB690,3,SJI1,TBA,TBA,Summer 2024 (242)
ENG102,25,KSS,TBA,TBA,Summer 2024 (242)
ENG103,20,FHs,TBA,TBA,Summer 2024 (242)
ENG105,3,Ndm,TBA,TBA,Summer 2024 (242)
ENG220,3,SlQ,TBA,TBA,Summer 2024 (242)
ENV107,14,SRT,TBA,TBA,Summer 2024 (242)
ENV307,2,SMO,TBA,TBA,Summer 2024 (242)
ETE111,12,SfA,TBA,TBA,Summer 2024 (242)
ETE331,1,SAM3,TBA,TBA,Summer 2024 (242)
ETE499A,27,HSM,TBA,TBA,Summer 2024 (242)
FIN254,27,MSHo,TBA,TBA,Summer 2024 (242)
FIN480,1,MAR3,TBA,TBA,Summer 2024 (242)
HIS102,4,AHB,TBA,TBA,Summer 2024 (242)
HIS103,42,SwH1,TBA,TBA,Summer 2024 (242)
INB372,7,FHZ,TBA,TBA,Summer 2024 (242)
LAW200,16,LKM,TBA,TBA,Summer 2024 (242)
LLM507,1,MJAn,TBA,TBA,Summer 2024 (242)
MAT120,18,Swk,TBA,TBA,Summer 2024 (242)
MAT130,22,MtM,TBA,TBA,Summer 2024 (242)
MAT480,1,Mla,TBA,TBA,Summer 2024 (242)
MGT314,11,BSK,TBA,TBA,Summer 2024 (242)
MGT489,4,QTI,TBA,TBA,Summer 2024 (242)
MIC315,3,FHo,TBA,TBA,Summer 2024 (242)
MIS107,8,KMS2,TBA,TBA,Summer 2024 (242)
MIS450,1,NwA,TBA,TBA,Summer 2024 (242)
MKT330,6,EhN,TBA,TBA,Summer 2024 (242)
MKT465,6,Onf,TBA,TBA,Summer 2024 (242)
PBH101,25,SbS,TBA,TBA,Summer 2024 (242)
PBH602,4,DKM,TBA,TBA,Summer 2024 (242)
PBH842,1,HtN,TBA,TBA,Summer 2024 (242)
PHR112,2,ReKm,TBA,TBA,Summer 2024 (242)
PHR211,1,ABp,TBA,TBA,Summer 2024 (242)
PHR425,3,Bnn,TBA,TBA,Summer 2024 (242)
PHR5112,1,hhm,TBA,TBA,Summer 2024 (242)
PHY107,8,SCG,TBA,TBA,Summer 2024 (242)
PHY108,19,GMBn,TBA,TBA,Summer 2024 (242)
POL101,31,NOS,TBA,TBA,Summer 2024 (242)
PSY101,21,ARK3,TBA,TBA,Summer 2024 (242)
SCM601,2,NsAk,TBA,TBA,Summer 2024 (242)
SOC101,56,Fns,TBA,TBA,Summer 2024 (242)
ACT201,1,AhU,RA 09:25 AM - 10:40 AM,NAC203,Summer 2024 (242)
ACT201,2,ASy,ST 09:25 AM - 10:40 AM,NAC203,Summer 2024 (242)
ACT201,3,ASy,ST 10:50 AM - 12:05 PM,NAC203,Summer 2024 (242)
ACT201,4,AWKm,ST 04:30 PM - 05:45 PM,NAC203,Summer 2024 (242)
ACT201,5,AWKm,ST 12:15 PM - 01:30 PM,NAC211,Summer 2024 (242)
ACT201,6,AWKm,ST 12:15 PM - 01:30 PM,NAC211_v,Summer 2024 (242)
ACT201,7,FI,MW 01:40 PM - 02:55 PM,NAC203,Summer 2024 (242)
ACT201,8,FI,MW 12:15 PM - 01:30 PM,NAC203,Summer 2024 (242)
ACT201,9,FJM,MW 04:30 PM - 05:45 PM,NAC203,Summer 2024 (242)
ACT201,10,IAC,ST 08:00 AM - 09:15 AM,NAC203,Summer 2024 (242)
ACT201,11,IAC,ST 12:15 PM - 01:30 PM,NAC203,Summer 2024 (242)
ACT201,12,MdM,MW 12:15 PM - 01:30 PM,NAC211,Summer 2024 (242)
ACT201,13,MdM,MW 12:15 PM - 01:30 PM,NAC211_v,Summer 2024 (242)
ACT201,14,MGR,MW 08:00 AM - 09:15 AM,NAC203,Summer 2024 (242)
ACT201,15,MIBS,ST 09:25 AM - 10:40 AM,NAC211,Summer 2024 (242)
ACT201,16,MIBS,ST 09:25 AM - 10:40 AM,NAC211_v,Summer 2024 (242)
ACT201,17,TBA,ST 01:40 PM - 02:55 PM,NAC203,Summer 2024 (242)
ACT201,18,NNh,ST 01:40 PM - 02:55 PM,NAC509,Summer 2024 (242)
ACT201,19,NNh,ST 09:25 AM - 10:40 AM,NAC301,Summer 2024 (242)
ACT201,20,NNh,ST 10:50 AM - 12:05 PM,NAC310,Summer 2024 (242)
ACT201,21,SHA1,MW 01:40 PM - 02:55 PM,NAC209,Summer 2024 (242)
ACT201,22,SHA1,MW 12:15 PM - 01:30 PM,NAC209,Summer 2024 (242)
ACT201,23,TsA,ST 08:00 AM - 09:15 AM,NAC209,Summer 2024 (242)
ACT201,24,MRe,ST 03:05 PM - 04:20 PM,NAC203,Summer 2024 (242)
ACT201,25,HMM,ST 04:30 PM - 05:45 PM,NAC209,Summer 2024 (242)
ACT201,26,ARm,MW 01:40 PM - 02:55 PM,NAC301,Summer 2024 (242)
ACT201,27,AhU,ST 03:05 PM - 04:20 PM,NAC209,Summer 2024 (242)
ACT201,28,KSR,ST 04:30 PM - 05:45 PM,NAC301,Summer 2024 (242)
ACT201,29,MfRn,RA 03:05 PM - 04:20 PM,NAC203,Summer 2024 (242)
ACT201,30,MfRn,RA 12:15 PM - 01:30 PM,NAC203,Summer 2024 (242)
ACT201,31,KHM,RA 01:40 PM - 02:55 PM,NAC203,Summer 2024 (242)
ACT201,32,MhMR,RA 09:25 AM - 10:40 AM,NAC209,Summer 2024 (242)
ACT201,33,MOB,RA 09:25 AM - 10:40 AM,NAC301,Summer 2024 (242)
ACT201,34,MSKn,RA 01:40 PM - 02:55 PM,NAC209,Summer 2024 (242)
ACT201,35,MSKn,RA 03:05 PM - 04:20 PM,NAC209,Summer 2024 (242)
ACT201,36,RQR,RA 10:50 AM - 12:05 PM,NAC203,Summer 2024 (242)
ACT201,37,RUS,RA 03:05 PM - 04:20 PM,NAC301,Summer 2024 (242)
ACT201,38,RUS,RA 10:50 AM - 12:05 PM,NAC209,Summer 2024 (242)
ACT201,39,NNh,MW 01:40 PM - 02:55 PM,NAC310,Summer 2024 (242)
ACT201,40,MdM,TBA,TBA,Summer 2024 (242)
ACT201,41,ARm,TBA,TBA,Summer 2024 (242)
ACT201,42,ARm,TBA,TBA,Summer 2024 (242)
ACT202,1,FI,ST 01:40 PM - 02:55 PM,NAC209,Summer 2024 (242)
ACT202,2,FI,ST 03:05 PM - 04:20 PM,NAC301,Summer 2024 (242)
ACT202,3,FI,ST 10:50 AM - 12:05 PM,NAC209,Summer 2024 (242)
ACT202,4,IAC,MW 08:00 AM - 09:15 AM,NAC209,Summer 2024 (242)
ACT202,5,IAC,MW 10:50 AM - 12:05 PM,NAC203,Summer 2024 (242)
ACT202,6,IAC,ST 10:50 AM - 12:05 PM,NAC301,Summer 2024 (242)
ACT202,7,MGR,ST 08:00 AM - 09:15 AM,NAC213,Summer 2024 (242)
ACT202,8,MIBS,MW 09:25 AM - 10:40 AM,NAC203,Summer 2024 (242)
ACT202,9,MIBS,MW 10:50 AM - 12:05 PM,NAC209,Summer 2024 (242)
ACT202,10,MRe,MW 12:15 PM - 01:30 PM,NAC308,Summer 2024 (242)
ACT202,11,Rby,MW 12:15 PM - 01:30 PM,NAC301,Summer 2024 (242)
ACT202,12,RMH1,MW 08:00 AM - 09:15 AM,NAC509,Summer 2024 (242)
ACT202,13,RMH1,MW 09:25 AM - 10:40 AM,NAC514,Summer 2024 (242)
ACT202,14,RMH1,ST 08:00 AM - 09:15 AM,NAC509,Summer 2024 (242)
ACT202,15,SHA1,ST 03:05 PM - 04:20 PM,NAC308,Summer 2024 (242)
ACT202,16,SHA1,ST 04:30 PM - 05:45 PM,NAC308,Summer 2024 (242)
ACT202,17,TsA,RA 08:00 AM - 09:15 AM,NAC203,Summer 2024 (242)
ACT202,18,TsA,RA 09:25 AM - 10:40 AM,NAC308,Summer 2024 (242)
ACT202,19,KHM,MW 03:05 PM - 04:20 PM,NAC203,Summer 2024 (242)
ACT202,20,MhMR,RA 01:40 PM - 02:55 PM,NAC301,Summer 2024 (242)
ACT202,21,KHM,RA 12:15 PM - 01:30 PM,NAC209,Summer 2024 (242)
ACT202,22,KSR,MW 01:40 PM - 02:55 PM,NAC413,Summer 2024 (242)
ACT202,23,MEF,RA 10:50 AM - 12:05 PM,NAC301,Summer 2024 (242)
ACT202,24,MEF,RA 12:15 PM - 01:30 PM,NAC301,Summer 2024 (242)
ACT202,25,MfRn,RA 04:30 PM - 05:45 PM,NAC203,Summer 2024 (242)
ACT202,26,MfRn,RA 10:50 AM - 12:05 PM,NAC308,Summer 2024 (242)
ACT202,27,KHM,MW 04:30 PM - 05:45 PM,NAC209,Summer 2024 (242)
ACT202,28,RUS,RA 08:00 AM - 09:15 AM,NAC209,Summer 2024 (242)
ACT202,29,NRh,RA 10:50 AM - 12:05 PM,NAC509,Summer 2024 (242)
ACT202,30,RUS,RA 01:40 PM - 02:55 PM,NAC308,Summer 2024 (242)
ACT202,31,MRe,ST 04:30 PM - 05:45 PM,NAC514,Summer 2024 (242)
ACT202,32,KSR,ST 03:05 PM - 04:20 PM,NAC617,Summer 2024 (242)
ACT202,33,MGR,ST 12:15 PM - 01:30 PM,NAC621,Summer 2024 (242)
ACT202,34,IAC,MW 01:40 PM - 02:55 PM,NAC514,Summer 2024 (242)
ACT310,1,AhU,RA 10:50 AM - 12:05 PM,NAC310,Summer 2024 (242)
ACT310,2,Rby,ST 01:40 PM - 02:55 PM,NAC514,Summer 2024 (242)
ACT310,3,SHA1,MW 04:30 PM - 05:45 PM,NAC301,Summer 2024 (242)
ACT320,1,MGR,MW 09:25 AM - 10:40 AM,NAC206,Summer 2024 (242)
ACT320,2,RMH1,ST 10:50 AM - 12:05 PM,NAC413,Summer 2024 (242)
ACT360,1,Rby,MW 01:40 PM - 02:55 PM,NAC308,Summer 2024 (242)
ACT360,2,Rby,MW 10:50 AM - 12:05 PM,NAC509,Summer 2024 (242)
ACT370,1,KSR,MW 03:05 PM - 04:20 PM,NAC209,Summer 2024 (242)
ACT370,2,RMH1,ST 12:15 PM - 01:30 PM,NAC514,Summer 2024 (242)
ACT380,1,FJM,MW 12:15 PM - 01:30 PM,NAC310,Summer 2024 (242)
ACT410,1,AhU,ST 01:40 PM - 02:55 PM,NAC301,Summer 2024 (242)
ACT430,1,AhU,ST 12:15 PM - 01:30 PM,NAC209,Summer 2024 (242)
ACT430,2,MGR,MW 12:15 PM - 01:30 PM,NAC413,Summer 2024 (242)
ACT460,1,MGR,ST 09:25 AM - 10:40 AM,NAC209,Summer 2024 (242)
ANT101,1,BSq,ST 12:15 PM - 01:30 PM,NAC517,Summer 2024 (242)
ANT101,2,BSq,ST 12:15 PM - 01:30 PM,NAC517_v,Summer 2024 (242)
ANT101,3,NN,ST 01:40 PM - 02:55 PM,NAC211,Summer 2024 (242)
ANT101,4,NN,ST 01:40 PM - 02:55 PM,NAC211_v,Summer 2024 (242)
ANT101,5,NN,ST 03:05 PM - 04:20 PM,NAC1078,Summer 2024 (242)
ANT101,6,RJS,MW 12:15 PM - 01:30 PM,NAC1078,Summer 2024 (242)
ANT101,7,RJS,ST 01:40 PM - 02:55 PM,NAC1080,Summer 2024 (242)
ANT101,8,TZf,RA 12:15 PM - 01:30 PM,NAC517,Summer 2024 (242)
ANT101,9,TZf,RA 12:15 PM - 01:30 PM,NAC517_v,Summer 2024 (242)
ANT101,10,RSP,ST 08:00 AM - 09:15 AM,NAC1078,Summer 2024 (242)
ANT101,11,RSP,ST 04:30 PM - 05:45 PM,NAC409,Summer 2024 (242)
ARC111,1,TkH,STR 09:25 AM - 01:30 PM,OAT803,Summer 2024 (242)
ARC111,2,SnF,STR 09:25 AM - 01:30 PM,OAT803_V,Summer 2024 (242)
ARC111,3,MTm2,STR 09:25 AM - 01:30 PM,OAT803_V1,Summer 2024 (242)
ARC111,4,ASAA,STR 09:25 AM - 01:30 PM,OAT803_V2,Summer 2024 (242)
ARC112,1,MTm2,STR 04:20 PM - 07:00 PM,OAT803,Summer 2024 (242)
ARC112,2,TBA,STR 04:30 PM - 07:00 PM,OAT803_V,Summer 2024 (242)
ARC112,3,ASAA,STR 04:20 PM - 07:00 PM,OAT803_V1,Summer 2024 (242)
ARC112,4,AKd1,STR 09:25 AM - 01:30 PM,LIB904_V,Summer 2024 (242)
ARC112,5,NSdi,STR 09:25 AM - 01:30 PM,LIB904_V1,Summer 2024 (242)
ARC112,6,RSBR,STR 09:25 AM - 01:30 PM,LIB904,Summer 2024 (242)
ARC121,1,NTL,MW 09:25 AM - 01:30 PM,OAT803,Summer 2024 (242)
ARC121,2,RMY,MW 09:25 AM - 01:30 PM,OAT803_V,Summer 2024 (242)
ARC121,3,RSBR,MW 09:25 AM - 01:30 PM,OAT803_V1,Summer 2024 (242)
ARC121,4,AKd1,MW 09:25 AM - 01:30 PM,OAT803_V2,Summer 2024 (242)
ARC122,1,Siu,MW 09:25 AM - 01:30 PM,LIB904,Summer 2024 (242)
ARC122,2,SnF,MW 09:25 AM - 01:30 PM,LIB904_V,Summer 2024 (242)
ARC122,3,TBA,MW 09:25 AM - 01:30 PM,LIB904_V1,Summer 2024 (242)
ARC123,1,AHs1,MW 01:40 PM - 04:20 PM,LIB906,Summer 2024 (242)
ARC123,2,RMY,MW 01:40 PM - 04:20 PM,LIB906_V,Summer 2024 (242)
ARC123,3,AHs1,MW 09:25 AM - 01:30 PM,LIB906,Summer 2024 (242)
ARC131,1,SIK3,ST 08:00 AM - 09:15 AM,NAC508,Summer 2024 (242)
ARC131,2,AKd1,ST 01:40 PM - 02:55 PM,LIB908,Summer 2024 (242)
ARC131,3,AKd1,ST 03:05 PM - 04:20 PM,LIB908,Summer 2024 (242)
ARC131,4,AHs1,ST 01:40 PM - 02:55 PM,SAC201,Summer 2024 (242)
ARC131,5,ASAA,TBA,TBA,Summer 2024 (242)
ARC133,1,RMY,W 08:00 AM - 09:15 AM,SAC304,Summer 2024 (242)
ARC200,1,SSIM,R 01:40 PM - 03:40 PM,LIB906,Summer 2024 (242)
ARC200,2,SSIM,R 03:50 PM - 05:50 PM,LIB906,Summer 2024 (242)
ARC213,1,SSIM,STR 09:25 AM - 01:30 PM,LIB901,Summer 2024 (242)
ARC213,2,NTL,STR 09:25 AM - 01:30 PM,LIB901_V,Summer 2024 (242)
ARC213,3,SIR,STR 09:25 AM - 01:30 PM,LIB901_v1,Summer 2024 (242)
ARC214,1,SSIM,STR 04:30 PM - 07:00 PM,LIB901,Summer 2024 (242)
ARC214,2,NTL,STR 04:30 PM - 07:00 PM,LIB901_V,Summer 2024 (242)
ARC214,3,SIR,STR 04:30 PM - 07:00 PM,LIB901_v1,Summer 2024 (242)
ARC215,1,Siu,STR 09:25 AM - 01:30 PM,OAT902,Summer 2024 (242)
ARC215,2,OFS,STR 09:25 AM - 01:30 PM,OAT902_V,Summer 2024 (242)
ARC215,3,Hsd,STR 09:25 AM - 01:30 PM,OAT903,Summer 2024 (242)
ARC241,1,SqR,ST 03:05 PM - 04:20 PM,NAC510,Summer 2024 (242)
ARC242,1,SIK3,TBA,TBA,Summer 2024 (242)
ARC251,1,MTm2,ST 01:40 PM - 02:55 PM,SAC316,Summer 2024 (242)
ARC251,2,MTm2,ST 03:05 PM - 04:20 PM,TBA_v2,Summer 2024 (242)
ARC261,1,Siu,ST 01:40 PM - 02:55 PM,SAC314,Summer 2024 (242)
ARC261,2,RMY,TBA,TBA,Summer 2024 (242)
ARC262,1,Siu,MW 01:40 PM - 02:55 PM,NAC510,Summer 2024 (242)
ARC263,1,Mfn,ST 01:40 PM - 02:55 PM,OAT901,Summer 2024 (242)
ARC264,1,HUR,R 03:50 PM - 05:50 PM,LIB907,Summer 2024 (242)
ARC271,1,NTL,MW 08:00 AM - 09:15 AM,SAC802,Summer 2024 (242)
ARC271,2,AKd1,MW 03:05 PM - 04:20 PM,LIB1002,Summer 2024 (242)
ARC272,1,MUN,MW 03:05 PM - 04:20 PM,LIB907,Summer 2024 (242)
ARC272,2,Mun,TBA,TBA,Summer 2024 (242)
ARC272,3,Mun,TBA,TBA,Summer 2024 (242)
ARC273,3,SIK3,M 09:25 AM - 01:30 PM,LIB1002,Summer 2024 (242)
ARC273,4,SIK3,M 09:25 AM - 01:30 PM,LIB1002_V,Summer 2024 (242)
ARC273,5,AHs1,TBA,TBA,Summer 2024 (242)
ARC281,1,NMS,M 03:05 PM - 04:20 PM,LIB908,Summer 2024 (242)
ARC281,2,TMY,TBA,TBA,Summer 2024 (242)
ARC282,1,NMS,R 03:05 PM - 04:20 PM,LIB908,Summer 2024 (242)
ARC283,1,TMY,M 04:30 PM - 05:45 PM,OAT901,Summer 2024 (242)
ARC293,1,ASAA,ST 03:05 PM - 05:45 PM,LIB906,Summer 2024 (242)
ARC310,1,SnF,MW 01:40 PM - 04:20 PM,LIB904,Summer 2024 (242)
ARC316,1,SDMn,STR 09:25 AM - 01:30 PM,LIB913,Summer 2024 (242)
ARC316,2,SDMn,STR 09:25 AM - 01:30 PM,LIB913_V,Summer 2024 (242)
ARC316,3,AHs1,STR 09:25 AM - 01:30 PM,LIB905,Summer 2024 (242)
ARC316,4,TBA,STR 09:25 AM - 01:30 PM,LIB905_V,Summer 2024 (242)
ARC317,1,SIK3,STWR 09:25 AM - 01:30 PM,OAT1002,Summer 2024 (242)
ARC318,1,Mun,STWR 09:25 AM - 01:30 PM,LIB903,Summer 2024 (242)
ARC318,2,MTL,STWR 09:25 AM - 01:30 PM,LIB903_V,Summer 2024 (242)
ARC318,3,TBA,STWR 09:25 AM - 01:30 PM,LIB903_v1,Summer 2024 (242)
ARC324,1,HUR,ST 01:40 PM - 04:20 PM,LIB910,Summer 2024 (242)
ARC324,2,Rqh,ST 01:40 PM - 04:20 PM,LIB910_V,Summer 2024 (242)
ARC334,1,AHs1,W 08:00 AM - 09:15 AM,LIB908,Summer 2024 (242)
ARC343,1,MUN,MW 01:40 PM - 02:55 PM,LIB907,Summer 2024 (242)
ARC343,2,Mun,TBA,TBA,Summer 2024 (242)
ARC344,1,HUR,R 01:40 PM - 03:40 PM,LIB907,Summer 2024 (242)
ARC384,1,TMY,MW 03:05 PM - 04:20 PM,OAT901,Summer 2024 (242)
ARC410,1,SJd,MW 01:40 PM - 04:20 PM,LIB913,Summer 2024 (242)
ARC418,1,SqR,STWR 09:25 AM - 01:30 PM,LIB902,Summer 2024 (242)
ARC419,1,Mfn,STWR 09:25 AM - 01:30 PM,OAT1001,Summer 2024 (242)
ARC437,1,HUR,R 08:00 AM - 09:15 AM,LIB908,Summer 2024 (242)
ARC445,1,SIK3,T 01:40 PM - 02:55 PM,LIB907,Summer 2024 (242)
ARC453,1,NAw,MW 08:00 AM - 09:15 AM,OAT901,Summer 2024 (242)
ARC456,1,NAw,ST 08:00 AM - 09:15 AM,OAT901,Summer 2024 (242)
ARC474,1,Mfn,ST 08:00 AM - 09:15 AM,LIB907,Summer 2024 (242)
ARC492,1,SJd,TBA,TBA,Summer 2024 (242)
ARC510,1,Rqh,STR 09:25 AM - 01:30 PM,LIB910,Summer 2024 (242)
ARC510,2,RMY,STR 09:25 AM - 01:30 PM,LIB910_V,Summer 2024 (242)
ARC519,1,Mzc,STR 09:25 AM - 01:30 PM,OAT1003,Summer 2024 (242)
ARC519,2,HUR,STR 04:30 PM - 07:00 PM,OAT1003,Summer 2024 (242)
ARC519,3,TBA,STR 04:30 PM - 07:00 PM,OAT1003_V,Summer 2024 (242)
ARC535,1,AHs1,S 03:05 PM - 04:20 PM,OAT901,Summer 2024 (242)
ARC576,1,ASAA,MW 09:25 AM - 10:40 AM,LIB907,Summer 2024 (242)
ARC596,1,HUR,STR 09:25 AM - 01:30 PM,LIB908,Summer 2024 (242)
ARC598,1,SSIM,W 08:00 PM - 09:15 AM,LIB907,Summer 2024 (242)
BBT203,1,OAh,ST 08:00 AM - 09:15 AM,NAC512,Summer 2024 (242)
BBT203,2,OAh,ST 10:50 AM - 12:05 PM,NAC512,Summer 2024 (242)
BBT203,3,OAh,MW 10:50 AM - 12:05 PM,NAC512,Summer 2024 (242)
BBT203,4,RHS,TBA,TBA,Summer 2024 (242)
BBT203,5,RHS,TBA,TBA,Summer 2024 (242)
BBT221,1,NRO,MW 10:50 AM - 12:05 PM,SAC407,Summer 2024 (242)
BBT221,2,ArIm,MW 08:00 AM - 09:15 AM,OAT601,Summer 2024 (242)
BBT221,3,ArIm,MW 08:00 AM - 09:15 AM,OAT601_V,Summer 2024 (242)
BBT221,4,TSHq,RA 10:50 AM - 12:05 PM,SAC407,Summer 2024 (242)
BBT221,5,PyN,ST 01:40 PM - 02:55 PM,OAT601,Summer 2024 (242)
BBT221,6,PyN,ST 01:40 PM - 02:55 PM,OAT601_V,Summer 2024 (242)
BBT221,7,MAKN,ST 09:25 AM - 10:40 AM,NAC415,Summer 2024 (242)
BBT221,8,MAKN,ST 09:25 AM - 10:40 AM,NAC415_v,Summer 2024 (242)
BBT230,1,PyN,ST 10:50 AM - 12:05 PM,NAC513,Summer 2024 (242)
BBT230,2,OAh,ST 12:15 PM - 01:30 PM,NAC512,Summer 2024 (242)
BBT230,3,OAh,MW 08:00 AM - 09:15 AM,NAC512,Summer 2024 (242)
BBT230,4,OAh,MW 12:15 PM - 01:30 PM,NAC513,Summer 2024 (242)
BBT230,5,PyN,MW 03:05 PM - 04:20 PM,NAC512,Summer 2024 (242)
BBT312,1,MSH3,ST 08:00 AM - 09:15 AM,OAT602,Summer 2024 (242)
BBT312,2,MSH3,TBA,TBA,Summer 2024 (242)
BBT312,3,MSH3,MW 09:25 AM - 10:40 AM,SAC404,Summer 2024 (242)
BBT312,4,MSH3,MW 12:15 PM - 01:30 PM,SAC405,Summer 2024 (242)
BBT314,1,KNH,ST 10:50 AM - 12:05 PM,SAC404,Summer 2024 (242)
BBT314,2,KNH,ST 12:15 PM - 01:30 PM,SAC404,Summer 2024 (242)
BBT314,3,MAKN,MW 08:00 AM - 09:15 AM,SAC801A,Summer 2024 (242)
BBT315,1,MAKN,ST 08:00 AM - 09:15 AM,SAC405,Summer 2024 (242)
BBT315,2,SMDA,ST 10:50 AM - 12:05 PM,SAC407,Summer 2024 (242)
BBT315,3,SMDA,ST 01:40 PM - 02:55 PM,SAC407,Summer 2024 (242)
BBT316,1,KNH,ST 03:05 PM - 04:20 PM,SAC404,Summer 2024 (242)
BBT316,2,KNH,MW 10:50 AM - 12:05 PM,SAC404,Summer 2024 (242)
BBT316,3,NTA,MW 04:30 PM - 05:45 PM,SAC511,Summer 2024 (242)
BBT317,1,Sdl,ST 10:50 AM - 12:05 PM,SAC402,Summer 2024 (242)
BBT317,2,Sdl,ST 01:40 PM - 02:55 PM,SAC402,Summer 2024 (242)
BBT317,3,MSH3,MW 08:00 AM - 09:15 AM,SAC404,Summer 2024 (242)
BBT318,1,MALM,ST 01:40 PM - 02:55 PM,SAC406,Summer 2024 (242)
BBT318,2,Sdl,MW 10:50 AM - 12:05 PM,SAC402,Summer 2024 (242)
BBT318,3,Sdl,MW 01:40 PM - 02:55 PM,SAC402,Summer 2024 (242)
BBT335,1,MSH3,ST 09:25 AM - 10:40 AM,SAC404,Summer 2024 (242)
BBT335,2,IJn,MW 12:15 PM - 01:30 PM,SAC511,Summer 2024 (242)
BBT335,3,IJn,MW 03:05 PM - 04:20 PM,SAC405,Summer 2024 (242)
BBT413,1,CAK,ST 09:25 AM - 10:40 AM,SAC405,Summer 2024 (242)
BBT413,2,CAK,ST 12:15 PM - 01:30 PM,SAC406,Summer 2024 (242)
BBT413,3,CAK,ST 03:05 PM - 04:20 PM,SAC406,Summer 2024 (242)
BBT415,1,MALM,ST 08:00 AM - 09:15 AM,SAC402,Summer 2024 (242)
BBT415,2,CAK,MW 12:15 PM - 01:30 PM,SAC403,Summer 2024 (242)
BBT415,3,CAK,MW 03:05 PM - 04:20 PM,SAC403,Summer 2024 (242)
BBT416,1,Mqn,TBA,TBA,Summer 2024 (242)
BBT416,2,Mqn,TBA,TBA,Summer 2024 (242)
BBT416/MIC311,1,MQN,MW 10:50 AM - 12:05 PM,NAC513,Summer 2024 (242)
BBT416/MIC311,2,MQN,MW 01:40 PM - 02:55 PM,NAC512,Summer 2024 (242)
BBT417,1,IJn,ST 12:15 PM - 01:30 PM,SAC403,Summer 2024 (242)
BBT417,2,IJn,ST 03:05 PM - 04:20 PM,SAC403,Summer 2024 (242)
BBT419,1,TBA,ST 09:25 AM - 10:40 AM,SAC402,Summer 2024 (242)
BBT419,2,Sdl,MW 09:25 AM - 10:40 AM,SAC402,Summer 2024 (242)
BBT421,1,KNH,MW 12:15 PM - 01:30 PM,SAC404,Summer 2024 (242)
BBT421,2,KNH,MW 03:05 PM - 04:20 PM,SAC404,Summer 2024 (242)
BBT422,1,TBA,TBA,TBA,Summer 2024 (242)
BBT422,2,TBA,TBA,TBA,Summer 2024 (242)
BBT422,3,TBA,TBA,TBA,Summer 2024 (242)
BBT422,4,TBA,TBA,TBA,Summer 2024 (242)
BBT422,5,TBA,TBA,TBA,Summer 2024 (242)
BBT423,1,MSH3,ST 10:50 AM - 12:05 PM,SAC406,Summer 2024 (242)
BBT423,2,CAK,MW 04:30 PM - 05:45 PM,SAC405,Summer 2024 (242)
BBT424,1,SMDA,MW 12:15 PM - 01:30 PM,SAC406,Summer 2024 (242)
BBT424,2,SMDA,MW 03:05 PM - 04:20 PM,SAC406,Summer 2024 (242)
BBT427,1,IJn,MW 10:50 AM - 12:05 PM,SAC511,Summer 2024 (242)
BBT601,1,IqM,S 07:00 PM - 09:30 PM,SAC404,Summer 2024 (242)
BBT608,1,Awn,TBA,TBA,Summer 2024 (242)
BBT608/BBT609,1,TBA,W 07:00 PM - 09:30 PM,SAC405,Summer 2024 (242)
BBT609,1,Awn,TBA,TBA,Summer 2024 (242)
BBT615,1,IqM,TBA,TBA,Summer 2024 (242)
BBT615/BBT616,1,TBA,T 07:00 PM - 09:30 PM,SAC406,Summer 2024 (242)
BBT616,1,IqM,TBA,TBA,Summer 2024 (242)
BBT623,1,SRS1,TBA,TBA,Summer 2024 (242)
BBT631,1,CqA,R 07:00 PM - 09:30 PM,SAC406,Summer 2024 (242)
BBT638,1,SBI,TBA,TBA,Summer 2024 (242)
